State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
WA,WA,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",334,342,100,0.114903922643144,Underreported due to incomplete data.
WA,WA,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",329,337,100,0.129128119859197,Underreported due to incomplete data.
WA,WA,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",320,331,100,0.181232734502842,Underreported due to incomplete data.
WA,WA,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",304,319,100,0.280342718973946,Underreported due to incomplete data.
WA,WA,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",294,315,100,0.407096106266122,Underreported due to incomplete data.
WA,WA,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",417,419,100,0.007620934707642,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",409,411,100,0.009507330151547,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",413,415,100,0.007568590350047,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",413,415,100,0.007545176745765,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",419,421,100,0.00749105755005,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",412,414,100,0.0055910691988,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",411,413,100,0.005560292100678,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",403,405,100,0.005554012774229,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",406,408,100,0.005522014430864,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",409,411,100,0.007345784437956,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",406,408,100,0.005508630187293,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",406,408,100,0.005491588716616,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",416,418,100,0.005510451489659,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",422,424,100,0.003657978966621,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",422,424,100,0.005480352934729,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",443,445,100,0.0054704595186,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",431,433,100,0.005479151827297,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",452,454,100,0.005482957141552,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",465,467,100,0.007318367272262,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",479,481,100,0.009152480322167,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",474,477,100,0.014656578055438,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",472,475,100,0.016456390565003,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",461,464,100,0.018311999853504,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",459,462,100,0.021911004802162,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",454,457,100,0.026892323138155,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",444,448,100,0.03209070973953,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",452,456,100,0.032071840923669,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",428,432,100,0.035641729336707,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",423,427,100,0.03914939051517,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",408,413,100,0.053461641272387,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",401,406,100,0.058741856242657,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",394,399,100,0.05840191133528,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",413,418,100,0.054770318021201,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",421,426,100,0.056496177680479,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",440,446,100,0.07017051434987,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",451,459,100,0.087750087750088,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",459,464,100,0.090366249091908,Underreported due to incomplete data.
WA,WA,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",466,474,100,0.094368178338052,Underreported due to incomplete data.
WA,WA,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",457,466,100,0.097631980686619,Underreported due to incomplete data.
WA,WA,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",465,475,100,0.114903922643144,Underreported due to incomplete data.
WA,WA,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",467,479,100,0.129128119859197,Underreported due to incomplete data.
WA,WA,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",462,479,100,0.181232734502842,Underreported due to incomplete data.
WA,WA,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",443,467,100,0.280342718973946,Underreported due to incomplete data.
WA,WA,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",437,471,100,0.407096106266122,Underreported due to incomplete data.
WA,WA,2015,January,Number of Deaths,52487,,100,0.007620934707642,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,February,Number of Deaths,52591,,100,0.009507330151547,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,March,Number of Deaths,52850,,100,0.007568590350047,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,April,Number of Deaths,53014,,100,0.007545176745765,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,May,Number of Deaths,53397,,100,0.00749105755005,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,June,Number of Deaths,53657,,100,0.0055910691988,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,July,Number of Deaths,53954,,100,0.005560292100678,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,August,Number of Deaths,54015,,100,0.005554012774229,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,September,Number of Deaths,54328,,100,0.005522014430864,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,October,Number of Deaths,54453,,100,0.007345784437956,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,November,Number of Deaths,54460,,100,0.005508630187293,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,December,Number of Deaths,54629,,100,0.005491588716616,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,January,Number of Deaths,54442,,100,0.005510451489659,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,February,Number of Deaths,54675,,100,0.003657978966621,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,March,Number of Deaths,54741,,100,0.005480352934729,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,April,Number of Deaths,54840,,100,0.0054704595186,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,May,Number of Deaths,54753,,100,0.005479151827297,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,June,Number of Deaths,54715,,100,0.005482957141552,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,July,Number of Deaths,54657,,100,0.007318367272262,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,August,Number of Deaths,54630,,100,0.009152480322167,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,September,Number of Deaths,54583,,100,0.014656578055438,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,October,Number of Deaths,54690,,100,0.016456390565003,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,November,Number of Deaths,54609,,100,0.018311999853504,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,December,Number of Deaths,54767,,100,0.021911004802162,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,January,Number of Deaths,55778,,100,0.026892323138155,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,February,Number of Deaths,56091,,100,0.03209070973953,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,March,Number of Deaths,56124,,100,0.032071840923669,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,April,Number of Deaths,56114,,100,0.035641729336707,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,May,Number of Deaths,56195,,100,0.03914939051517,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,June,Number of Deaths,56115,,100,0.053461641272387,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,July,Number of Deaths,56178,,100,0.058741856242657,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,August,Number of Deaths,56505,,100,0.05840191133528,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,September,Number of Deaths,56600,,100,0.054770318021201,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,October,Number of Deaths,56641,,100,0.056496177680479,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,November,Number of Deaths,57004,,100,0.07017051434987,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,December,Number of Deaths,56980,,100,0.087750087750088,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2018,January,Number of Deaths,56437,,100,0.090366249091908,Underreported due to incomplete data.
WA,WA,2018,February,Number of Deaths,56163,,100,0.094368178338052,Underreported due to incomplete data.
WA,WA,2018,March,Number of Deaths,56334,,100,0.097631980686619,Underreported due to incomplete data.
WA,WA,2018,April,Number of Deaths,56569,,100,0.114903922643144,Underreported due to incomplete data.
WA,WA,2018,May,Number of Deaths,56533,,100,0.129128119859197,Underreported due to incomplete data.
WA,WA,2018,June,Number of Deaths,56833,,100,0.181232734502842,Underreported due to incomplete data.
WA,WA,2018,July,Number of Deaths,57073,,100,0.280342718973946,Underreported due to incomplete data.
WA,WA,2018,August,Number of Deaths,56989,,100,0.407096106266122,Underreported due to incomplete data.
WA,WA,2015,January,Number of Drug Overdose Deaths,996,999,100,0.007620934707642,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,February,Number of Drug Overdose Deaths,1000,1003,100,0.009507330151547,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,March,Number of Drug Overdose Deaths,1018,1021,100,0.007568590350047,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,April,Number of Drug Overdose Deaths,1017,1020,100,0.007545176745765,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,May,Number of Drug Overdose Deaths,1020,1023,100,0.00749105755005,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,June,Number of Drug Overdose Deaths,1050,1053,100,0.0055910691988,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,July,Number of Drug Overdose Deaths,1068,1071,100,0.005560292100678,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,August,Number of Drug Overdose Deaths,1066,1069,100,0.005554012774229,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,September,Number of Drug Overdose Deaths,1090,1093,100,0.005522014430864,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,October,Number of Drug Overdose Deaths,1099,1102,100,0.007345784437956,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,November,Number of Drug Overdose Deaths,1110,1113,100,0.005508630187293,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,December,Number of Drug Overdose Deaths,1109,1112,100,0.005491588716616,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,January,Number of Drug Overdose Deaths,1134,1137,100,0.005510451489659,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,February,Number of Drug Overdose Deaths,1139,1142,100,0.003657978966621,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,March,Number of Drug Overdose Deaths,1137,1140,100,0.005480352934729,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,April,Number of Drug Overdose Deaths,1165,1168,100,0.0054704595186,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,May,Number of Drug Overdose Deaths,1163,1166,100,0.005479151827297,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,June,Number of Drug Overdose Deaths,1162,1165,100,0.005482957141552,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,July,Number of Drug Overdose Deaths,1177,1181,100,0.007318367272262,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,August,Number of Drug Overdose Deaths,1183,1187,100,0.009152480322167,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,September,Number of Drug Overdose Deaths,1171,1176,100,0.014656578055438,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,October,Number of Drug Overdose Deaths,1155,1160,100,0.016456390565003,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,November,Number of Drug Overdose Deaths,1127,1132,100,0.018311999853504,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,December,Number of Drug Overdose Deaths,1117,1123,100,0.021911004802162,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,January,Number of Drug Overdose Deaths,1105,1111,100,0.026892323138155,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,February,Number of Drug Overdose Deaths,1108,1115,100,0.03209070973953,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,March,Number of Drug Overdose Deaths,1120,1127,100,0.032071840923669,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,April,Number of Drug Overdose Deaths,1097,1105,100,0.035641729336707,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,May,Number of Drug Overdose Deaths,1093,1101,100,0.03914939051517,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,June,Number of Drug Overdose Deaths,1068,1078,100,0.053461641272387,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,July,Number of Drug Overdose Deaths,1060,1071,100,0.058741856242657,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,August,Number of Drug Overdose Deaths,1065,1076,100,0.05840191133528,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,September,Number of Drug Overdose Deaths,1094,1105,100,0.054770318021201,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,October,Number of Drug Overdose Deaths,1112,1123,100,0.056496177680479,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,November,Number of Drug Overdose Deaths,1133,1146,100,0.07017051434987,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,December,Number of Drug Overdose Deaths,1168,1185,100,0.087750087750088,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2018,January,Number of Drug Overdose Deaths,1166,1176,100,0.090366249091908,Underreported due to incomplete data.
WA,WA,2018,February,Number of Drug Overdose Deaths,1170,1185,100,0.094368178338052,Underreported due to incomplete data.
WA,WA,2018,March,Number of Drug Overdose Deaths,1164,1183,100,0.097631980686619,Underreported due to incomplete data.
WA,WA,2018,April,Number of Drug Overdose Deaths,1158,1179,100,0.114903922643144,Underreported due to incomplete data.
WA,WA,2018,May,Number of Drug Overdose Deaths,1153,1177,100,0.129128119859197,Underreported due to incomplete data.
WA,WA,2018,June,Number of Drug Overdose Deaths,1160,1194,100,0.181232734502842,Underreported due to incomplete data.
WA,WA,2018,July,Number of Drug Overdose Deaths,1115,1166,100,0.280342718973946,Underreported due to incomplete data.
WA,WA,2018,August,Number of Drug Overdose Deaths,1082,1155,100,0.407096106266122,Underreported due to incomplete data.
WA,WA,2015,January,"Opioids (T40.0-T40.4,T40.6)",678,680,100,0.007620934707642,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,February,"Opioids (T40.0-T40.4,T40.6)",674,676,100,0.009507330151547,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,March,"Opioids (T40.0-T40.4,T40.6)",686,688,100,0.007568590350047,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,April,"Opioids (T40.0-T40.4,T40.6)",683,685,100,0.007545176745765,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,May,"Opioids (T40.0-T40.4,T40.6)",684,686,100,0.00749105755005,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,June,"Opioids (T40.0-T40.4,T40.6)",691,693,100,0.0055910691988,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,July,"Opioids (T40.0-T40.4,T40.6)",691,693,100,0.005560292100678,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,August,"Opioids (T40.0-T40.4,T40.6)",694,696,100,0.005554012774229,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,September,"Opioids (T40.0-T40.4,T40.6)",704,706,100,0.005522014430864,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,October,"Opioids (T40.0-T40.4,T40.6)",705,707,100,0.007345784437956,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,November,"Opioids (T40.0-T40.4,T40.6)",704,706,100,0.005508630187293,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,December,"Opioids (T40.0-T40.4,T40.6)",702,704,100,0.005491588716616,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,January,"Opioids (T40.0-T40.4,T40.6)",721,723,100,0.005510451489659,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,February,"Opioids (T40.0-T40.4,T40.6)",722,724,100,0.003657978966621,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,March,"Opioids (T40.0-T40.4,T40.6)",722,724,100,0.005480352934729,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,April,"Opioids (T40.0-T40.4,T40.6)",751,753,100,0.0054704595186,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,May,"Opioids (T40.0-T40.4,T40.6)",742,744,100,0.005479151827297,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,June,"Opioids (T40.0-T40.4,T40.6)",750,752,100,0.005482957141552,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,July,"Opioids (T40.0-T40.4,T40.6)",768,770,100,0.007318367272262,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,August,"Opioids (T40.0-T40.4,T40.6)",766,768,100,0.009152480322167,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,September,"Opioids (T40.0-T40.4,T40.6)",758,761,100,0.014656578055438,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,October,"Opioids (T40.0-T40.4,T40.6)",748,751,100,0.016456390565003,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,November,"Opioids (T40.0-T40.4,T40.6)",725,728,100,0.018311999853504,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,December,"Opioids (T40.0-T40.4,T40.6)",721,724,100,0.021911004802162,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,January,"Opioids (T40.0-T40.4,T40.6)",709,713,100,0.026892323138155,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,February,"Opioids (T40.0-T40.4,T40.6)",707,712,100,0.03209070973953,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,March,"Opioids (T40.0-T40.4,T40.6)",722,727,100,0.032071840923669,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,April,"Opioids (T40.0-T40.4,T40.6)",690,695,100,0.035641729336707,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,May,"Opioids (T40.0-T40.4,T40.6)",690,695,100,0.03914939051517,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,June,"Opioids (T40.0-T40.4,T40.6)",676,682,100,0.053461641272387,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,July,"Opioids (T40.0-T40.4,T40.6)",669,676,100,0.058741856242657,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,August,"Opioids (T40.0-T40.4,T40.6)",671,678,100,0.05840191133528,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,September,"Opioids (T40.0-T40.4,T40.6)",696,703,100,0.054770318021201,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,October,"Opioids (T40.0-T40.4,T40.6)",706,713,100,0.056496177680479,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,November,"Opioids (T40.0-T40.4,T40.6)",729,738,100,0.07017051434987,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,December,"Opioids (T40.0-T40.4,T40.6)",744,755,100,0.087750087750088,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2018,January,"Opioids (T40.0-T40.4,T40.6)",750,757,100,0.090366249091908,Underreported due to incomplete data.
WA,WA,2018,February,"Opioids (T40.0-T40.4,T40.6)",755,766,100,0.094368178338052,Underreported due to incomplete data.
WA,WA,2015,January,Percent with drugs specified,96.1847389558233,,100,0.007620934707642,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,February,Percent with drugs specified,95.8,,100,0.009507330151547,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,March,Percent with drugs specified,95.5795677799607,,100,0.007568590350047,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,April,Percent with drugs specified,95.4768928220256,,100,0.007545176745765,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,May,Percent with drugs specified,94.8039215686274,,100,0.00749105755005,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,June,Percent with drugs specified,95.0476190476191,,100,0.0055910691988,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,July,Percent with drugs specified,95.0374531835206,,100,0.005560292100678,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,August,Percent with drugs specified,95.2157598499062,,100,0.005554012774229,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,September,Percent with drugs specified,95.2293577981651,,100,0.005522014430864,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,October,Percent with drugs specified,95.3594176524113,,100,0.007345784437956,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,November,Percent with drugs specified,95.2252252252252,,100,0.005508630187293,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,December,Percent with drugs specified,94.6798917944094,,100,0.005491588716616,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,January,Percent with drugs specified,94.8853615520282,,100,0.005510451489659,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,February,Percent with drugs specified,94.9078138718174,,100,0.003657978966621,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,March,Percent with drugs specified,94.8988566402814,,100,0.005480352934729,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,April,Percent with drugs specified,94.4206008583691,,100,0.0054704595186,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,May,Percent with drugs specified,94.2390369733448,,100,0.005479151827297,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,June,Percent with drugs specified,93.631669535284,,100,0.005482957141552,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,July,Percent with drugs specified,93.7977909940527,,100,0.007318367272262,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,August,Percent with drugs specified,93.6601859678783,,100,0.009152480322167,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,September,Percent with drugs specified,93.6806148590948,,100,0.014656578055438,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,October,Percent with drugs specified,93.4199134199134,,100,0.016456390565003,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,November,Percent with drugs specified,93.167701863354,,100,0.018311999853504,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,December,Percent with drugs specified,93.6436884512086,,100,0.021911004802162,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,January,Percent with drugs specified,93.2126696832579,,100,0.026892323138155,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,February,Percent with drugs specified,93.5920577617328,,100,0.03209070973953,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,March,Percent with drugs specified,93.9285714285714,,100,0.032071840923669,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,April,Percent with drugs specified,94.1659070191431,,100,0.035641729336707,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,May,Percent with drugs specified,94.5105215004575,,100,0.03914939051517,Numbers may differ from published reports using final data. See Technical Notes.
